author:ID(Author)
"""Colored Quartet"" (name unknown)"
"Aaberg, J. C. (Jens Christian)"
"Ford, Thomas J."
"Forde, Gertrude"
"Fordyce, Claude Powell"
"Forel, Auguste"
"Foreman, Grant"
"Foreman, John, F.R.G.S."
"Forester, Fanny"
"Forester, Thomas"
"Forester, Wolstan Beaumont Charles Weld"
"Forfar, William Bentinck"
"Forkel, Johann Nikolaus"
"Forman, Henry Chandlee"
"Forman, Henry James"
"Forman, Justus Miles"
"Forman, S. E. (Samuel Eagle)"
"Forman, Samuel S."
"Forrest, E. W. (Edmund William)"
"Forrest, James T."
"Forrest, John Forrest, Baron"
"Forrester, Andrew"
"Forrester, Izola L. (Izola Louise)"
"Forsman, Jaakko"
"Forsman, Kaarlo"
"Forsslund, Louise"
"Forster, Charles Thornton"
"Forster, E. M. (Edward Morgan)"
"Forster, Georg"
"Forster, H. C."
"Forster, John"
"Forstner, Georg-Günther, Freiherr von"
"Fort, Charles"
"Fort, John Porter"
"Forte, Arnaldo"
"Fortescue, Beatrice"
"Fortescue, J. W. (John William), Sir"
"Fortis, Alberto"
"Fortune, Timothy Thomas"
"Forwood, William Bower, Sir"
"Foscolo, Ugo"
"Fosdick, Harry Emerson"
"Foss, James Henry"
"Foster, A. J."
"Foster, Charles"
"Foster, Edith Francis"
"Foster, Edwin W."
"Foster, Ethel Twycross"
"Foster, Finley Melville Kendall"
"Foster, Hannah Webster"
"Foster, Herbert Darling"
"Foster, J. F. (John Frederick)"
"Foster, J. J."
"Foster, James H."
"Foster, John Watson"
"Foster, John"
"Foster, M. (Michael), Sir"
"Foster, Maximilian"
"Foster, Olive Hyde"
"Foster, R. F."
"Foster, Sophie Lee"
"Foster, Thomas, of Washington, D.C."
"Foster, W. Bert (Walter Bertram)"
"Foster, William Z."
"Fothergill, Jessie"
"Fouchier, Louis Charles Eugène Joseph de"
"Fouché, Joseph, duc d'Otrante"
"Fougeret de Monbron, Louis Charles"
"Fouillée, Alfred"
"Fountainhall, John Lauder, Lord"
"Fouquette, M. J."
"Fournel, Victor"
"Fournier, Claude"
"Fovargue, Stephen"
"Fow, John Henry"
"Fowke, Gerard"
"Fowler, Arthur L."
"Fowler, Charles Henry"
"Fowler, Charles, Jr."
"Fowler, Ellen Thorneycroft"
"Fowler, Frank"
"Fowler, Harold North"
"Fowler, O. S. (Orson Squire)"
"Fowler, Orin"
"Fowler, Richard"
"Fowler, Thomas"
"Fowler, W. Warde (William Warde)"
"Fowler, William Worthington"
"Fox, Charles James"
"Fox, Edward Lyell"
"Fox, Frances Barton"
"Fox, Frances Margaret"
"Fox, Francis Margeret"
"Fox, Frank"
"Fox, George Henry"
"Fox, George"
"Fox, John"
"Fox, R. K. (Richard Kyle)"
"Fox, Richard C."
"Fox, William Fayette"
"Fox-Davies, Arthur Charles"
"Foxe, John"
"Fracchia, Umberto"
"Francatelli, Charles Elmé"
"France, Anatole"
"France, Hector"
"France, Lewis B."
"Franchère, Gabriel"
"Francia, José R."
"Francillon, R. E. (Robert Edward)"
"Francis, Francis"
"Francis, J. G. (Joseph Greene)"
"Francis, John"
"Francis, M. E."
"Francis, Samuel W. (Samuel Ward)"
"Francis, Stella M."
"Francis, V. R."
"Francis, de Sales, Saint"
"Francisco, G. B. (Gabriel Beato)"
"Franck, Harry Alverson"
"Francoeur, Jazno"
"Franconi, Gabriel Tristan"
"Frank, Leonhard"
"Frank, Tenney"
"Frank, Ulrich"
"Frankau, Gilbert"
"Frankland, Grace C."
"Franklin, Benjamin"
"Franklin, Edgar"
"Franklin, Fabian"
"Franklin, Jameson J."
"Franklin, Jay"
"Franklin, John"
"Franklin, Josephine"
"Franklin, Miles"
"Franklin, William S. (William Suddards)"
"Franson, Fredrik"
"Franze, Paul Christian"
"Franzos, Karl Emil"
"Franzén, Frans Michael"
"França, Clemente Ferreira"
"François de Neufchâteau, Nicolas Louis, comte"
"Frary, Francis C. (Francis Cowles)"
"Fraser, Alexander"
"Fraser, C. F., Mrs."
"Fraser, Chelsea Curtis"
"Fraser, Helen"
"Fraser, John Foster"
"Fraser, Mrs. Alexander"
"Fraser, Thurlow"
"Fraser, Wilber J. (Wilber John)"
"Fraser, William Alexander"
"Frazar, Douglas"
"Frazer, C. A. (Caroline Augusta)"
"Frazer, James George"
"Frederic, Harold"
"Frederick II, King of Prussia"
"Freeley, Mary Belle"
"Freeman, Edward A. (Edward Augustus)"
"Freeman, John"
"Freeman, Lewis R. (Lewis Ransome)"
"Freeman, Mary Eleanor Wilkins"
"Freeman, Needom N."
"Freeman, Philip"
"Freeman, R. Austin (Richard Austin)"
"Freese, Jacob R."
"Freeth, Lizzie A."
"Frege, Gottlob"
"Freire de Andrade, Alfredo Augusto"
"Freire, Manuel Luiz"
"Freitas, A. Ferreira de"
"Freitas, Joaquim de Melo"
"Freke, John"
"Fremantle, Arthur James Lyon, Sir"
"French, Allen"
"French, George"
"French, Harry W. (Harry Willard)"
"French, Henry F. (Henry Flagg)"
"French, John Denton Pinkstone, Earl of Ypres"
"French, Nora May"
"French, Richard Valpy"
"French, Samuel Gibbs"
"French, Sarah"
"Freneau, Philip Morin"
"Frenkel, Roman"
"Frenssen, Gustav"
"Fresenborg, Bernard"
"Fresenius, C. Remigius"
"Freshfield, Douglas William"
"Fretwell, John"
"Freud, Sigmund"
"Freund, Jacob"
"Frey, Hildegard G."
"Freydier, Monsieur"
"Freytag, Gustav"
"Frezzi, Federico"
"Friberg, Maikki"
"Fricasse, Jacques"
"Frick, Jacob G."
"Frick, Joseph"
"Friebe, A. Frances (Abby Frances)"
"Friedrich, W."
"Friel, Arthur O. (Arthur Olney)"
"Friendly, Aunt"
"Friendship Club (Madison, Wisconsin)"
"Fries, Adelaide L. (Adelaide Lisetta)"
"Fries, Ellen"
"Friis, J. A. (Jens Andreas)"
"Frings, Math Josef"
"Frischauf, Johannes"
"Fritch, Charles E."
"Frith, Henry"
"Frith, Walter"
"Frith, William Powell"
"Frizell, Lodisa"
"Frobenius, Herman"
"Froehlich, Hugo B."
"Froest, Frank"
"Frohman, Daniel"
"Frohnmeyer, Ida"
"Froissart, Jean"
"Fromberg, Clara"
"Fromentin, Eugène"
"Frommel, Emil"
"Frontinus, Sextus Julius"
"Frost, A. B. (Arthur Burdett)"
"Frost, Frederick J. Tabor"
"Frost, J. Albert"
"Frost, John"
"Frost, Lesley"
"Frost, Robert"
"Frost, S. Annie (Sarah Annie)"
"Frost, Thomas"
"Frost, William Henry"
"Frothingham, Octavius Brooks"
"Frothingham, Richard"
"Frothingham, Thomas Goddard"
"Froude, James Anthony"
"Fruictier, Paul"
"Fry, Henry P. (Henry Peck)"
"Fry, Roger"
"Frye, George V."
"Frye, James A."
"Frye, James Albert"
"Frye, William Edward"
"Fryer, Helen"
"Fryer, Jane Eayre"
"Fréchet, Maurice"
"Fréchette, Louis Honoré"
"Frémont, John Charles"
"Fröbel, Friedrich"
"Fröding, Gustaf"
"Fucini, Renato"
"Fulda, Ludwig"
"Fuller, Alvarado M. (Alvarado Mortimer)"
"Fuller, Andrew S. (Andrew Samuel)"
"Fuller, Anna"
"Fuller, Charles A."
"Fuller, Edwin Wiley"
"Fuller, Hamilton Brock"
"Fuller, Henry Blake"
"Fuller, J. F. C."
"Fuller, Margaret"
"Fuller, Maxwell"
"Fuller, Osgood E. (Osgood Eaton)"
"Fuller, Robert H. (Robert Higginson)"
"Fullerton, George Stuart"
"Fullerton, Georgiana"
"Fullerton, Hugh S. (Hugh Stuart)"
"Fulton, A. W. (Albert Watson)"
"Fulton, Edwin Giles"
"Fulton, Frances I. Sims"
"Fulton, Justin D. (Justin Dewey)"
"Fulton, Robert I. (Robert Irving)"
"Funck-Brentano, Frantz"
"Funcke, Otto"
"Furetière, Antoine"
"Furman, Lucy S."
"Furneaux, William S."
"Furness, William Henry"
"Furniss, Harry"
"Furphy, Joseph"
"Furse, Katharine"
"Furst, Herbert"
"Fuschini, Augusto"
"Fuseli, Henry"
"Fusil, Louise"
"Futrelle, Jacques"
"Fyfe, H. B. (Horace Bowne)"
"Fyfe, J. Hamilton (James Hamilton)"
"Fyfe, W. T."
"Fyffe, Charles Alan"
"Fénelon, François de Salignac de La Mothe-"
"Féré, Octave"
"Féval, Paul"
"Förstemann, Ernst Wilhelm"
"Förster, Brix"
"Führer, Ch. (Charlotte)"
"Fürst, Artur"
"Gaal, György"
"Gaal, József"
"Gabel, Norman E."
"Gaboriau, Emile"
"Gabriel, Gilbert W. (Gilbert Wolf)"
"Gade, John A. (John Allyne)"
"Gaebelein, Arno Clemens"
"Gaffarel, Paul"
"Gage, Harry Lawrence"
"Gage, Matilda Joslyn"
"Gage, Thomas"
"Gage, William C."
"Gaillard, Gaston"
"Gailly de Taurines, Ch."
"Gaines, Miriam"
"Galba, Martí Joan de"
"Galbraith, Anna M. (Anna Mary)"
"Galbreath, C. B. (Charles Burleigh)"
"Galbreath, Edwin C. (Edwin Carter)"
"Gale, Norman"
"Gale, Zona"
"Galilei, Galileo"
"Galipaux, Félix"
"Gall, James"
"Gallaher, James E."
"Gallatin, Albert"
"Gallet, Pierre"
"Gallichan, Walter M. (Walter Matthew)"
"Gallini, Giovanni-Andrea"
"Gallishaw, John"
"Gallizier, Nathan"
"Gallon, Tom"
"Galloway, William Johnson"
"Gallun, Raymond Z."
"Gally, Henry"
"Galois, Évariste"
"Galopin, Arnould"
"Galouye, Daniel F."
"Galsworthy, John"
"Galt, John"
"Galt, Katherine Keene"
"Galton, Francis"
"Galvão, Duarte"
"Gambier-Parry, Ernest"
"Gamble, Eliza Burt"
"Gamon, Hannibal"
"Gampe, Theodor"
"Gan, Bao, active 317-322"
"Ganander, Christfrid"
"Gandavo, Pero de Magalhães"
"Gandhi, Mahatma"
"Ganes, Mark"
"Ganghofer, Ludwig"
"Gann, Thomas William Francis"
"Gannal, J.-N. (Jean-Nicolas)"
"Gannett, Ezra S. (Ezra Stiles)"
"Gannett, Ruth Stiles"
"Gannon, Fred"
"Gannon, W."
"Gao, Ming"
"Garau, Francisco"
"Garbe, Richard"
"Garborg, Arne"
"Garby, Lee Hawkins"
"Garcia, Manuel Emídio"
"García Cubas, Antonio"
"García Gutiérrez, Antonio"
"García, Pedro Andrés"
"Gardener, Helen H. (Helen Hamilton)"
"Gardenier, Georgeanna M."
"Gardiner, A. G. (Alfred George)"
"Gardiner, A. Paul"
"Gardiner, Florence Mary"
"Gardiner, J. H. (John Hays)"
"Gardiner, Samuel Rawson"
"Gardner, Alice"
"Gardner, Charles"
"Gardner, E. C. (Eugene Clarence)"
"Gardner, Edmund G."
"Gardner, Ernest Arthur"
"Gardner, Ethellyn"
"Gardner, Henry A. (Henry Alfred)"
"Gardner, John Starkie"
"Gardner, Monica M. (Monica Mary)"
"Gardner, William"
"Garey, E. B. (Enoch Barton)"
"Garibaldi, Giuseppe"
"Garis, Cleo F."
"Garis, Howard Roger"
"Garis, Lilian"
"Garland, Hamlin"
"Garland, John"
"Garneau, F.-X. (François-Xavier)"
"Garner, James Wilford"
"Garner, R. L. (Richard Lynch)"
"Garnett, David"
"Garnett, Richard"
"Garnett, Thomas"
"Garnett, William"
"Garnier, Jules"
"Garrett, Erwin Clarkson"
"Garrett, Randall"
"Garrick, David"
"Garrison, Adele"
"Garrison, Theodosia Pickering"
"Garrison, William Lloyd"
"Garrison, Winfred Ernest"
"Garson, Bill"
"Garson, Clee"
"Garth, John"
"Garvan, John M."
"Garve, Christian"
"Garvice, Charles"
"Gascoyne-Cecil, William"
"Gash, Thomas C."
"Gask, Lilian"
"Gaskell, Catherine Henrietta Milnes, Lady"
"Gaskell, Elizabeth Cleghorn"
"Gaskell, Walter Holbrook"
"Gasparin, Agénor, comte de"
"Gasquet, Francis Aidan"
"Gasquoine, C. P. (Charles Penrhyn)"
"Gastine, Louis"
"Gastyne, Jules de"
"Gasté, Armand"
"Gatacre, Beatrix Wickens Davey, Lady"
"Gates, Burton N. (Burton Noble)"
"Gates, Eleanor"
"Gates, H. L."
"Gates, Josephine Scribner"
"Gates, Susa Young"
"Gates, William"
"Gatlin, Dana"
"Gatschet, Albert S. (Albert Samuel)"
"Gatty, Alfred"
"Gatty, Alfred, Mrs."
"Gaubius, Hieronymus David"
"Gaudapurnanandacakravarti, active 17th century"
"Gauffin, J. B."
"Gault, William Campbell"
"Gaunt, Mary"
"Gauss, Carl Friedrich"
"Gausseron, Bernard Henri"
"Gausseron, Bernard-Henri"
"Gautier, Félix-François"
"Gautier, Judith"
"Gautier, Théophile"
"Gay, John"
"Gay, Mary Ann Harris"
"Gay, Sophie"
"Gay, Sydney Howard"
"Gayangos, Don Pascual de"
"Gayle, Gordon D."
"Gayley, Charles Mills"
"Gaylord, Glance"
"Gaylord, Ilsien Nathalie"
"Gayton, Bertram"
"Ge, Hong"
"Gebhart, Emile"
"Geddes, Patrick, Sir"
"Geddie, John"
"Gee, George E."
"Geffroy, Gustave"
"Gehrkens, Karl Wilson"
"Gehrts, Meg"
"Geier, Chester S."
"Geiger, Carl Ignaz"
"Geijerstam, Gustaf af"
"Geikie, James"
"Geikie, John Cunningham"
"Geistbeck, Michael"
"Geitel, Max"
"Geißler, Max"
"Geldart, Thomas, Mrs."
"Gelder, Jane van"
"Gelière, P. C. de la"
"Gell, John Philip"
"Gellert, Christian Fürchtegott"
"Gellibrand, Emma"
"Gellius, Aulus"
"Gelpke, August Heinrich Christian"
"Gemünder, George"
"Gener, Pompeyo"
"Genestoux, Magdeleine du"
"Genetz, Arvid"
"Genevoix, Maurice"
"Gent, Thomas"
"Genthe, Siegfried"
"Gentile, Giovanni"
"Gentile, Iginio"
"Gentile, Maria"
"Gentry, Thomas G. (Thomas George)"
"George, G. M."
"George, H. B. (Hereford Brooke)"
"George, Manfred"
"George, Marian Minnie"
"George, Walter Lionel"
"George, Walter S."
"Georgi, Elsbeth"
"Gerard, Emily"
"Gerard, James W. (James Watson)"
"Gerard, John"
"Gerard, Louise"
"Gerberding, G. H. (George Henry)"
"Gerhardt, Paul"
"Gerken, William"
"Gerland, Georg Karl Cornelius"
"Germain, Walter"
"Germon, Maria Vincent"
"Gerould, Gordon Hall"
"Gerrare, Wirt"
"Gerritsen, C. V. (Carel Victor)"
"Gerry, Margarita Spalding"
"Gerstaecker, Frederick"
"Gerstäcker, Friedrich"
"Gervinus, Georg Gottfried"
"Gestoso y Pérez, José"
"Getman, Frederick Hutton"
"Gewin, Bernardus"
"Geyer, Denton Loring"
"Gezelle, Guido"
"Ghent, William J. (William James)"
"Ghislanzoni, Antonio"
"Ghose, Manmohan"
"Ghosh, Sarath Kumar"
"Ghusayn, Fa'iz"
"Giacosa, Giuseppe"
"Giannone, Pietro"
"Gibbon, Edward"
"Gibbon, Frederick P."
"Gibbon, Perceval"
"Gibbons, Floyd Phillips"
"Gibbons, Helen Davenport"
"Gibbons, Herbert Adams"
"Gibbons, James"
"Gibbons, Louise Élise"
"Gibbs, A. Hamilton (Arthur Hamilton)"
"Gibbs, George"
"Gibbs, J. Arthur (Joseph Arthur)"
"Gibbs, Josiah Willard"
"Gibbs, Mifflin Wistar"
"Gibbs, Montgomery B."
"Gibbs, Philip"
"Gibbs, W. E."
"Gibergues, Emmanuel de"
"Giberne, Agnes"
"Gibran, Kahlil"
"Gibson, Charles R. (Charles Robert)"
"Gibson, George Herbert"
"Gibson, H. W. (Henry William)"
"Gibson, Henry H."
"Gibson, Hugh"
"Gibson, J. Watt"
"Gibson, Joe"
"Gibson, John Monro"
"Gibson, Louis H. (Louis Henry)"
"Gibson, W. Hamilton (William Hamilton)"
"Gibson, Wilfrid Wilson"
"Giddings, Joshua R. (Joshua Reed)"
"Gide, André"
"Giesy, J. U. (John Ulrich)"
"Gifford, William"
"Gifford-Bennet, Robert Ottiwell"
"Gil, Augusto"
"Gilbert, Bernard"
"Gilbert, Clinton W. (Clinton Wallace)"
"Gilbert, Frank"
"Gilbert, George"
"Gilbert, Henry"
"Gilbert, Olive"
"Gilbert, Paul T. (Paul Thomas)"
"Gilbert, Robert E."
"Gilbert, Rosa M. (Rosa Mulholland)"
"Gilbert, W. S. (William Schwenck)"
"Gilbey, Walter, Sir"
"Gilbreth, Lillian Moller"
"Gilchrist, Anne (Anne Burrows)"
"Gilchrist, Beth Bradford"
"Gilchrist, J. D. F."
"Gilchrist, Murray"
"Gilder, Jeannette L. (Jeannette Leonard)"
"Gilder, William H. (William Henry)"
"Gildersleeve, Basil L. (Basil Lanneau)"
"Giles, Ernest"
"Giles, Harry F."
"Giles, Herbert Allen"
"Giles, J. A. (John Allen)"
"Giles, Leonidas B."
"Gill, André"
"Gill, Anna A."
"Gilles, Pierre"
"Gillespie, Alexander"
"Gillespie, George"
"Gillette, F. L. (Fanny Lemira)"
"Gillette, Halbert Powers"
"Gilli, Don Caspar"
"Gilliat, Edward"
"Gilliat-Smith, Ernest"
"Gillie, E. A."
"Gillilan, James David"
"Gillingwater, Edmund"
"Gillis, Charles J."
"Gillkrest, J. (James)"
"Gillman, James"
"Gillmore, Inez Haynes"
"Gillouin, René"
"Gilly, William O. S."
"Gilman, Arthur"
"Gilman, Caroline"
"Gilman, Charlotte Perkins"
"Gilman, Elizabeth Hale"
"Gilman, Lawrence"
"Gilman, Wenona"
"Gilmore, Anthony"
"Gilmore, James R. (James Roberts)"
"Gilmore, John"
"Gilmore, Marion Forster"
"Gilmore, Melvin R. (Melvin Randolph)"
"Gilmour, James"
"Giloane, William"
"Gilpin, Sidney"
"Gilpin, William"
"Gilson, Charles"
"Gilson, Jewett C. (Jewett Castello)"
"Gilson, Roy Rolfe"
"Giltner, Leigh Gordon"
"Gimble, Stanley"
"Ginestou, Joseph"
"Gingras, Jules Fabien"
"Ginguené, Pierre Louis"
"Ginkel, H. J. van"
"Ginther, Pemberton"
"Ginzberg, Louis"
"Giovio, Giambattista"
"Girard, Gilbert"
"Girard, Roselle M."
"Girardin, Emile de, Mme"
"Girardin, Jules"
"Gisbert, Mateo"
"Gissing, George"
"Given, Charles Stewart"
"Gjellerup, Karl"
"Glad, Victoria"
"Gladden, Washington"
"Gladding, Effie Price"
"Gladstone, J. H."
"Gladstone, W E"
"Gladstone, W. E. (William Ewart)"
"Gladstone, William Henry"
"Glaisher, J."
"Glanville, Ernest"
"Glasgow, Ellen Anderson Gholson"
"Glasgow, G. R. (Geraldine Robertson)"
"Glaspell, Susan"
"Glass, Montague"
"Glass, Nancy Rebecca Campbell"
"Glaubrecht, O. (Otto)"
"Glay, Edward le"
"Glazier, Richard"
"Glazier, Willard W."
"Gleasner, Bill"
"Gleason, Arthur"
"Gleason, Helen Hayes"
"Gleason, Henry A. (Henry Allan)"
"Gleichen, Charles Henri, baron de"
"Gleichen, Edward, Lord"
"Gleig, G. R. (George Robert)"
"Glen, M. A."
"Glenn, Oliver E. (Oliver Edmunds)"
"Glenwood, Ida"
"Gliński, A. J. (Antoni Józef)"
"Glover, Ellye Howell"
"Glover, Julia Lestarjette"
"Glover, T. R. (Terrot Reaveley)"
"Glueck, Bernard"
"Glyn, Elinor"
"Glyster, Gregory"
"Glümer, Claire von"
"Gnatowski, Jan"
"Gnudtzmann, Albert Theodor"
"Gobineau, Arthur, comte de"
"Goble, Neil"
"Godard d'Aucour, Claude"
"Godbey, Allen Howard"
"Goddard, Charles"
"Goddard, Frederick Bartlett"
"Goddard, Henry Herbert"
"Goddard, Pliny Earle"
"Godden, G. M. (Gertrude M.)"
"Godefroy, Jan"
"Godefroy, Maurice"
"Godenhjelm, B. F. (Bernhard Fredrik)"
"Godfrey, Edward"
"Godfrey, Elizabeth"
"Godfrey, Hollis"
"Godfrey, Thomas"
"Godin des Odonais, Jean"
"Godkin, Edwin Lawrence"
"Godkin, James"
"Godley, A. D. (Alfred Denis)"
"Godman, John D. (John Davidson)"
"Godwin, Francis"
"Godwin, Tom"
"Godwin, William"
"Goedel, Gustav"
"Goepp, Philip H. (Philip Henry)"
"Goethe, Johan Wolfgang von"
"Goethe, Johann Wolfgang von"
"Goethe, von"
"Goetschius, Percy"
"Goeverneur, J. J. A. (Johan Jacob Antonie)"
"Goff, George Paul"
"Goforth, Rosalind"
"Gogh, Vincent van"
"Gogol, Nikolai Vasilevich"
"Gogol, Nikolaj"
"Gold, H. L. (Horace Leonard)"
"Goldberg, Isaac"
"Golden, M. (Meletios)"
"Goldenberg, Samuel L."
"Goldfrap, John Henry"
"Goldman, Emma"
"Goldoni, Carlo"
"Goldsmid, Edmund"
"Goldsmith, Lewis"
"Goldsmith, Milton"
"Goldsmith, Oliver"
"Goldziher, Ignaz"
"Golfis, Rigas"
"Goll, Claire"
"Goll, Yvan"
"Gomes, Edwin Herbert"
"Gomes, José Caetano"
"Gomes, Marques"
"Gomme, Alice Bertha"
"Gomme, George Laurence"
"Goncharov, Ivan Aleksandrovich"
"Goncourt, Edmond de"
"Goncourt, Jules de"
"Gongsun, Long, active 3rd century B.C."
"Gontard-Schuck, M."
"Gontsharov, I. A."
"Gonzaga, Tomás António"
"Gonzales, Manoel, Don"
"Gonzalez, Manuel Garcia y"
"González de Mendoza, Juan"
"Gooch, Richard"
"Goodale, Earl"
"Goodale, S. L. (Stephen Lincoln)"
"Goodchild, George"
"Goodell, Abner Cheney"
"Goodkind, Ben"
"Goodloe, Abbe Carter"
"Goodman, Walter"
"Goodnaw, W. S."
"Goodrich, Albert M."
"Goodrich, C. L. (Charles Landon)"
"Goodrich, Charles A. (Charles Augustus)"
"Goodrich, Frank B. (Frank Boott)"
"Goodrich, Samuel G. (Samuel Griswold)"
"Goodridge Roberts, Theodore"
"Goodsell, Daniel A. (Daniel Ayres)"
"Goodwin, C. C. (Charles Carroll)"
"Goodwin, Harold L. (Harold Leland)"
"Goodwin, John E."
"Goodwin, Maud Wilder"
"Goodwin, Nat. C. (Nathaniel Carll)"
"Goodwin, T. A. (Thomas Aiken)"
"Gookin, Frederick W."
"Goolrick, John T. (John Tackett)"
"Gordon, A. J. (Adoniram Judson)"
"Gordon, Adam Lindsay"
"Gordon, C. G."
"Gordon, Charles Alexander"
"Gordon, Cora"
"Gordon, Elizabeth"
"Gordon, Frederick"
"Gordon, George Stuart"
"Gordon, H. Laing (Henry Laing)"
"Gordon, Hanford Lennox"
"Gordon, Harry"
"Gordon, J. M. (Joseph Maria)"
"Gordon, Jan"
"Gordon, Lina Duff"
"Gordon, Nathaniel"
"Gordon, S. D. (Samuel Dickey)"
"Gordon, Thomas Edward, Sir"
"Gordon, W. J."
"Gordy, Wilbur F. (Wilbur Fisk)"
"Gore, Charles"
"Gore, George"
"Gore, J. Ellard (John Ellard)"
"Gore, Mrs. (Catherine Grace Frances)"
"Gorges, Mary"
"Gorham, J. C., Mrs."
"Gorky, Maksim"
"Gorman, J. C. (John C.)"
"Gorostiza, Manuel Eduardo  de"
"Gorst, Harold Edward"
"Gorter, Herman"
"Goslin, Samuel B."
"Goss, Charles Frederic"
"Gosse, Edmund"
"Gosse, Philip Henry"
"Gosse, Philip"
"Gossip, Giles"
"Gotch, J. Alfred"
"Gottfried, von Neifen, active 1234-1255"
"Gotthelf, Jeremias"
"Gottlund, C. A. (Carl Axel)"
"Gottschall, Rudolf von"
"Goudemetz, Henry"
"Goudiss, Alberta M. (Alberta Moorhouse)"
"Gouges, Olympe de"
"Gough, George W."
"Gouirand, André"
"Goulart, Ron"
"Goulburn, Edward Meyrick"
"Gould, Arthur Corbin"
"Gould, Charles"
"Gould, Elizabeth Porter"
"Gould, George M. (George Milbrey)"
"Gould, Hannah Flagg"
"Gould, John Mead"
"Gould, Mona"
"Gould, Nat"
"Gould, W. J. D."
"Goulding, F. R. (Francis Robert)"
"Gounod, Charles"
"Gourgaud, Gaspard, Baron"
"Gourmont, Remy de"
"Gouverneur, Marian"
"Govett, Ernest"
"Gowanlock, Theresa"
"Gower, John"
"Gower, Ronald Sutherland, Lord"
"Gowing, Timothy"
"Gozlan, Léon"
"Gozzano, Guido"
"Gozzi, Carlo"
"Graaf, Jacobus Joannes"
"Grable, F. C."
"Grabo, Carl Henry"
"Grace, Alfred A. (Alfred Augustus)"
"Graebner, Theodore"
"Graeme, Elliott"
"Graetz, Anna"
"Graetz, Heinrich"
"Graf, Oskar Maria"
"Graffigny, H. de (Henry)"
"Graham, Harry"
"Graham, Isabella"
"Graham, John W."
"Graham, Margaret Collier"
"Graham, Stephen"
"Graham, Winifred (Matilda Winifred Muriel)"
"Grahame, Kenneth"
"Grahame-White, Claude"
"Grand, Sarah"
"Grandgent, C. H."
"Grandy, Moses"
"Granger, Darius John"
"Granger, William D."
"Granice, Harry"
"Grant Suttie, George, Sir"
"Grant, Ethel Watts Mumford"
"Grant, George"
"Grant, Hamil"
"Grant, Horatio N."
"Grant, James, archaeologist"
"Grant, Joseph W."
"Grant, Madison"
"Grant, Reginald"
"Grant, Robert"
"Grant, Ulysses S. (Ulysses Simpson)"
"Grant, W. L. (William Lawson)"
"Granville-Barker, Harley"
"Granö, Johannes"
"Grasser, Georg"
"Gratacap, L. P. (Louis Pope)"
"Grattan, Thomas Colley"
"Grau, Josep Morató i"
"Grautoff, Ferdinand Heinrich"
"Grave, João José"
"Gravengaard, N. P. (Niels Peter)"
"Graves, Alfred Perceval"
"Graves, Armgaard Karl"
"Graves, Charles L. (Charles Larcom)"
"Graves, Frank Pierrepont"
"Graves, J. A. (Jackson Alpheus)"
"Graves, Kersey"
"Graves, Robert"
"Gray, Andrew"
"Gray, Arthur Herbert"
"Gray, Asa"
"Gray, Elisha"
"Gray, Emma J."
"Gray, Frederick T. (Frederick Turell)"
"Gray, Grace Viall"
"Gray, James M. (James Martin)"
"Gray, James"
"Gray, John Alfred"
"Gray, John"
"Gray, Joslyn"
"Gray, Lucy"
"Gray, Niel, Jr."
"Gray, Thomas"
"Gray, W. H. (William Henry)"
"Graydon, William Murray"
"Grayson, David"
"Grazebrook, George"
"Great Britain. Army. Highland Light Infantry. Battalion, 5th"
"Great Britain. Court to investigate loss of steamship ""Titanic"""
"Greef, Guillaume de"
"Greeley, Horace"
"Greely, A. W. (Adolphus Washington)"
"Green, Alice Stopford"
"Green, Anna Katharine"
"Green, Ezra"
"Green, Henry"
"Green, Horace"
"Green, J. D. (Jacob D.)"
"Green, J. H. (Jonathan Harrington)"
"Green, John Richard"
"Green, Percy B."
"Green, Samuel A. (Samuel Abbott)"
"Green, Thomas Hill"
"Green, Walter Cox"
"Greenaway, Kate"
"Greenbaum, Florence Kreisler"
"Greenbie, Sydney"
"Greene, Frances Nimmo"
"Greene, George Washington"
"Greene, Homer"
"Greene, John Richard"
"Greene, Julia"
"Greene, M. Louise (Maria Louise)"
"Greene, Robert"
"Greene, Sarah Pratt McLean"
"Greener, William"
"Greenfield, Taylor H."
"Greenfield, William"
"Greenhow, T. M."
"Greenidge, A. H. J. (Abel Hendy Jones)"
"Greenleaf, Simon"
"Greenough, Marietta McPherson"
"Greenwood, George"
"Greenwood, Grace"
"Greenwood, James"
"Greenwood, William"
"Greer, Carlotta C. (Carlotta Cherryholmes)"
"Greg, Percy"
"Greg, W. W. (Walter Wilson)"
"Gregg, Ellery Clark"
"Gregg, Josiah"
"Grego, Joseph"
"Gregor, Elmer Russell"
"Gregorovius, Ferdinand"
"Gregory, Charles Hutton"
"Gregory, Eliot"
"Gregory, Francis Thomas"
"Gregory, J. N."
"Gregory, Jackson"
"Gregory, James John Howard"
"Gregory, John"
"Gregory, Lady"
"Gregory, Mary Huston"
"Gregory, Owen"
"Gregory, W. B. (William Benjamin)"
"Greinz, Rudolf"
"Grendon, Felix"
"Grenfell, Anne"
"Grenfell, Wilfred Thomason, Sir"
